,passservice_num,arrival,departure,stations_uic
679,4067,2026-05-02 17:22:00+02:00,2026-05-02 17:22:30+02:00,8400368
680,4067,2026-05-02 17:26:00+02:00,2026-05-02 17:26:30+02:00,8400707
681,4067,2026-05-02 17:29:00+02:00,2026-05-02 17:29:30+02:00,8400364
682,4067,2026-05-02 17:32:00+02:00,2026-05-02 17:32:30+02:00,8400363
683,4067,2026-05-02 17:35:00+02:00,2026-05-02 17:35:30+02:00,8400731
684,4067,2026-05-02 17:41:00+02:00,2026-05-02 17:43:00+02:00,8400059
685,4067,2026-05-02 17:49:00+02:00,2026-05-02 17:50:00+02:00,8400058
686,4067,2026-05-02 17:55:00+02:00,2026-05-02 17:55:30+02:00,8400060
687,4067,2026-05-02 17:58:00+02:00,2026-05-02 17:58:30+02:00,8400057
688,4067,2026-05-02 18:02:00+02:00,2026-05-02 18:02:30+02:00,8400194
689,4067,2026-05-02 18:04:00+02:00,2026-05-02 18:04:30+02:00,8400074
690,4067,2026-05-02 18:07:00+02:00,2026-05-02 18:07:30+02:00,8400231
691,4067,2026-05-02 18:10:00+02:00,2026-05-02 18:10:30+02:00,8400047
692,4067,2026-05-02 18:18:00+02:00,2026-05-02 18:18:30+02:00,8400133
693,4067,2026-05-02 18:27:00+02:00,2026-05-02 18:28:00+02:00,8400702
694,4067,2026-05-02 18:37:00+02:00,2026-05-02 18:37:30+02:00,8400257
695,4067,2026-05-02 18:40:00+02:00,2026-05-02 18:41:00+02:00,8400258
696,4067,2026-05-02 18:48:00+02:00,2026-05-02 18:48:30+02:00,8400455
697,4067,2026-05-02 18:51:00+02:00,2026-05-02 18:51:30+02:00,8400147
698,4067,2026-05-02 18:54:00+02:00,2026-05-02 18:54:30+02:00,8400507
699,4067,2026-05-02 18:58:00+02:00,2026-05-02 18:58:30+02:00,8400531
700,4067,2026-05-02 19:04:00+02:00,2026-05-03 00:00:00+02:00,8400530
701,8969,2026-05-02 00:00:00+02:00,2026-05-02 18:08:00+02:00,8400390
702,8969,2026-05-02 18:13:00+02:00,2026-05-02 18:13:30+02:00,8400384
703,8969,2026-05-02 18:21:00+02:00,2026-05-02 18:24:00+02:00,8400053
704,8969,2026-05-02 18:30:00+02:00,2026-05-02 18:31:00+02:00,8400121
705,8969,2026-05-02 18:39:00+02:00,2026-05-02 18:41:00+02:00,8400702
706,8969,2026-05-02 18:47:00+02:00,2026-05-02 18:47:30+02:00,8400651
707,8969,2026-05-02 18:51:00+02:00,2026-05-02 18:51:30+02:00,8400614
708,8969,2026-05-02 18:53:00+02:00,2026-05-02 18:53:30+02:00,8400607
709,8969,2026-05-02 18:57:00+02:00,2026-05-03 00:00:00+02:00,8400621
710,5866,2026-05-02 00:00:00+02:00,2026-05-02 18:52:00+02:00,8400228
711,5866,2026-05-02 18:56:00+02:00,2026-05-02 18:56:30+02:00,8400054
712,5866,2026-05-02 19:00:00+02:00,2026-05-02 19:01:00+02:00,8400055
713,5866,2026-05-02 19:08:00+02:00,2026-05-02 19:08:30+02:00,8400086
714,5866,2026-05-02 19:14:00+02:00,2026-05-02 19:15:00+02:00,8400322
715,5866,2026-05-02 19:17:00+02:00,2026-05-02 19:17:30+02:00,8400324
716,5866,2026-05-02 19:21:00+02:00,2026-05-02 19:21:30+02:00,8400145
717,5866,2026-05-02 19:24:00+02:00,2026-05-02 19:24:30+02:00,8400452
718,5866,2026-05-02 19:30:00+02:00,2026-05-02 19:32:00+02:00,8400685
719,5866,2026-05-02 19:37:00+02:00,2026-05-02 19:37:30+02:00,8400165
720,5866,2026-05-02 19:40:00+02:00,2026-05-02 19:40:30+02:00,8400235
721,5866,2026-05-02 19:43:00+02:00,2026-05-02 19:43:30+02:00,8400060
722,5866,2026-05-02 19:49:00+02:00,2026-05-03 00:00:00+02:00,8400058
723,7364,2026-05-02 00:00:00+02:00,2026-05-02 18:38:00+02:00,8400517
724,7364,2026-05-02 18:44:00+02:00,2026-05-02 18:46:00+02:00,8400627
725,7364,2026-05-02 18:49:00+02:00,2026-05-02 18:49:30+02:00,8400628
726,7364,2026-05-02 18:58:00+02:00,2026-05-02 18:58:30+02:00,8400417
727,7364,2026-05-02 19:04:00+02:00,2026-05-02 19:04:30+02:00,8400182
728,7364,2026-05-02 19:08:00+02:00,2026-05-02 19:08:30+02:00,8400141
729,7364,2026-05-02 19:13:00+02:00,2026-05-02 19:13:30+02:00,8400606
730,7364,2026-05-02 19:16:00+02:00,2026-05-02 19:19:00+02:00,8400621
731,7364,2026-05-02 19:22:00+02:00,2026-05-02 19:22:30+02:00,8400613
732,7364,2026-05-02 19:27:00+02:00,2026-05-02 19:27:30+02:00,8400419
733,7364,2026-05-02 19:31:00+02:00,2026-05-03 00:00:00+02:00,8400133
734,6771,2026-05-02 00:00:00+02:00,2026-05-02 18:53:00+02:00,8400390
735,6771,2026-05-02 18:58:00+02:00,2026-05-02 18:58:30+02:00,8400384
736,6771,2026-05-02 19:06:00+02:00,2026-05-02 19:09:00+02:00,8400053
737,6771,2026-05-02 19:15:00+02:00,2026-05-02 19:16:00+02:00,8400121
738,6771,2026-05-02 19:23:00+02:00,2026-05-02 19:23:30+02:00,8400702
742,6771,2026-05-02 19:34:00+02:00,2026-05-02 19:35:00+02:00,8400621
743,6771,2026-05-02 19:38:00+02:00,2026-05-02 19:38:30+02:00,8400606
744,6771,2026-05-02 19:40:00+02:00,2026-05-02 19:40:30+02:00,8400623
745,6771,2026-05-02 19:44:00+02:00,2026-05-02 19:45:00+02:00,8400340
746,6771,2026-05-02 19:47:00+02:00,2026-05-02 19:47:30+02:00,8400335
747,6771,2026-05-02 19:53:00+02:00,2026-05-02 19:53:30+02:00,8400154
748,6771,2026-05-02 20:00:00+02:00,2026-05-02 20:01:00+02:00,8400244
749,6771,2026-05-02 20:08:00+02:00,2026-05-02 20:08:30+02:00,8400600
750,6771,2026-05-02 20:12:00+02:00,2026-05-03 00:00:00+02:00,8400596
751,4066,2026-05-02 00:00:00+02:00,2026-05-02 18:54:00+02:00,8400530
752,4066,2026-05-02 19:00:00+02:00,2026-05-02 19:00:30+02:00,8400531
753,4066,2026-05-02 19:04:00+02:00,2026-05-02 19:05:00+02:00,8400507
754,4066,2026-05-02 19:08:00+02:00,2026-05-02 19:08:30+02:00,8400147
755,4066,2026-05-02 19:11:00+02:00,2026-05-02 19:11:30+02:00,8400455
756,4066,2026-05-02 19:18:00+02:00,2026-05-02 19:19:00+02:00,8400258
757,4066,2026-05-02 19:22:00+02:00,2026-05-02 19:22:30+02:00,8400257
758,4066,2026-05-02 19:31:00+02:00,2026-05-02 19:32:00+02:00,8400702
759,4066,2026-05-02 19:41:00+02:00,2026-05-02 19:41:30+02:00,8400133
760,4066,2026-05-02 19:49:00+02:00,2026-05-02 19:49:30+02:00,8400047
761,4066,2026-05-02 19:52:00+02:00,2026-05-02 19:52:30+02:00,8400231
762,4066,2026-05-02 19:55:00+02:00,2026-05-02 19:55:30+02:00,8400074
763,4066,2026-05-02 19:57:00+02:00,2026-05-02 19:57:30+02:00,8400194
764,4066,2026-05-02 20:01:00+02:00,2026-05-02 20:01:30+02:00,8400057
765,4066,2026-05-02 20:04:00+02:00,2026-05-02 20:04:30+02:00,8400060
766,4066,2026-05-02 20:09:00+02:00,2026-05-02 20:12:00+02:00,8400058
767,4066,2026-05-02 20:17:00+02:00,2026-05-02 20:18:00+02:00,8400059
768,4066,2026-05-02 20:25:00+02:00,2026-05-02 20:25:30+02:00,8400731
769,4066,2026-05-02 20:28:00+02:00,2026-05-02 20:28:30+02:00,8400363
770,4066,2026-05-02 20:30:00+02:00,2026-05-02 20:30:30+02:00,8400364
771,4066,2026-05-02 20:33:00+02:00,2026-05-02 20:34:00+02:00,8400707
772,4066,2026-05-02 20:38:00+02:00,2026-05-02 20:38:30+02:00,8400368
773,4066,2026-05-02 20:42:00+02:00,2026-05-03 00:00:00+02:00,8400615
774,4261,2026-05-02 00:00:00+02:00,2026-05-02 18:17:00+02:00,8400285
775,4261,2026-05-02 18:22:00+02:00,2026-05-02 18:22:30+02:00,8400302
776,4261,2026-05-02 18:27:00+02:00,2026-05-02 18:27:30+02:00,8400329
777,4261,2026-05-02 18:34:00+02:00,2026-05-02 18:34:30+02:00,8400655
778,4261,2026-05-02 18:40:00+02:00,2026-05-03 00:00:00+02:00,8400390
779,5667,2026-05-02 00:00:00+02:00,2026-05-02 18:51:00+02:00,8400621
780,5667,2026-05-02 18:55:00+02:00,2026-05-02 18:55:30+02:00,8400620
781,5667,2026-05-02 19:00:00+02:00,2026-05-02 19:00:30+02:00,8400114
782,5667,2026-05-02 19:03:00+02:00,2026-05-02 19:03:30+02:00,8400179
783,5667,2026-05-02 19:10:00+02:00,2026-05-02 19:12:00+02:00,8400055
784,5667,2026-05-02 19:16:00+02:00,2026-05-02 19:16:30+02:00,8400054
785,5667,2026-05-02 19:19:00+02:00,2026-05-02 19:19:30+02:00,8400228
786,5667,2026-05-02 19:24:00+02:00,2026-05-02 19:24:30+02:00,8400469
787,5667,2026-05-02 19:29:00+02:00,2026-05-02 19:29:30+02:00,8400509
788,5667,2026-05-02 19:34:00+02:00,2026-05-02 19:34:30+02:00,8400216
789,5667,2026-05-02 19:38:00+02:00,2026-05-02 19:38:30+02:00,8400294
790,5667,2026-05-02 19:46:00+02:00,2026-05-02 19:46:30+02:00,8400466
791,5667,2026-05-02 19:52:00+02:00,2026-05-02 19:52:30+02:00,8400388
792,5667,2026-05-02 19:59:00+02:00,2026-05-02 19:59:30+02:00,8400690
793,5667,2026-05-02 20:06:00+02:00,2026-05-03 00:00:00+02:00,8400747
794,5668,2026-05-02 00:00:00+02:00,2026-05-02 18:53:00+02:00,8400747
795,5668,2026-05-02 19:00:00+02:00,2026-05-02 19:00:30+02:00,8400690
796,5668,2026-05-02 19:06:00+02:00,2026-05-02 19:06:30+02:00,8400388
797,5668,2026-05-02 19:12:00+02:00,2026-05-02 19:12:30+02:00,8400466
798,5668,2026-05-02 19:20:00+02:00,2026-05-02 19:20:30+02:00,8400294
799,5668,2026-05-02 19:24:00+02:00,2026-05-02 19:24:30+02:00,8400216
800,5668,2026-05-02 19:29:00+02:00,2026-05-02 19:29:30+02:00,8400509
801,5668,2026-05-02 19:34:00+02:00,2026-05-02 19:34:30+02:00,8400469
802,5668,2026-05-02 19:39:00+02:00,2026-05-02 19:39:30+02:00,8400228
803,5668,2026-05-02 19:42:00+02:00,2026-05-02 19:42:30+02:00,8400054
804,5668,2026-05-02 19:46:00+02:00,2026-05-02 19:49:00+02:00,8400055
805,5668,2026-05-02 19:56:00+02:00,2026-05-02 19:56:30+02:00,8400179
806,5668,2026-05-02 20:00:00+02:00,2026-05-02 20:00:30+02:00,8400114
807,5668,2026-05-02 20:05:00+02:00,2026-05-02 20:05:30+02:00,8400620
808,5668,2026-05-02 20:09:00+02:00,2026-05-03 00:00:00+02:00,8400621
809,8964,2026-05-02 00:00:00+02:00,2026-05-02 18:35:00+02:00,8400621
810,8964,2026-05-02 18:39:00+02:00,2026-05-02 18:39:30+02:00,8400607
811,8964,2026-05-02 18:42:00+02:00,2026-05-02 18:42:30+02:00,8400614
812,8964,2026-05-02 18:45:00+02:00,2026-05-02 18:45:30+02:00,8400651
813,8964,2026-05-02 18:51:00+02:00,2026-05-03 00:00:00+02:00,8400702
814,4664,2026-05-02 00:00:00+02:00,2026-05-02 18:54:00+02:00,8400226
815,4664,2026-05-02 18:57:00+02:00,2026-05-02 18:57:30+02:00,8400081
816,4664,2026-05-02 19:01:00+02:00,2026-05-02 19:01:30+02:00,8400104
817,4664,2026-05-02 19:04:00+02:00,2026-05-02 19:05:00+02:00,8400080
818,4664,2026-05-02 19:08:00+02:00,2026-05-02 19:08:30+02:00,8400082
819,4664,2026-05-02 19:12:00+02:00,2026-05-02 19:12:30+02:00,8400450
820,4664,2026-05-02 19:19:00+02:00,2026-05-02 19:21:00+02:00,8400685
821,4664,2026-05-02 19:26:00+02:00,2026-05-02 19:26:30+02:00,8400165
822,4664,2026-05-02 19:28:00+02:00,2026-05-02 19:28:30+02:00,8400235
823,4664,2026-05-02 19:31:00+02:00,2026-05-02 19:31:30+02:00,8400060
824,4664,2026-05-02 19:37:00+02:00,2026-05-03 00:00:00+02:00,8400058
825,5064,2026-05-02 00:00:00+02:00,2026-05-02 19:10:00+02:00,8400534
826,5064,2026-05-02 19:12:00+02:00,2026-05-02 19:12:30+02:00,8400533
827,5064,2026-05-02 19:15:00+02:00,2026-05-02 19:15:30+02:00,8400529
828,5064,2026-05-02 19:18:00+02:00,2026-05-02 19:20:00+02:00,8400530
829,5064,2026-05-02 19:25:00+02:00,2026-05-02 19:25:30+02:00,8400553
830,5064,2026-05-02 19:31:00+02:00,2026-05-02 19:31:30+02:00,8400166
831,5064,2026-05-02 19:34:00+02:00,2026-05-02 19:34:30+02:00,8400170
832,5064,2026-05-02 19:38:00+02:00,2026-05-02 19:38:30+02:00,8400505
833,5064,2026-05-02 19:41:00+02:00,2026-05-02 19:41:30+02:00,8400279
834,5064,2026-05-02 19:44:00+02:00,2026-05-02 19:46:00+02:00,8400280
835,5064,2026-05-02 19:49:00+02:00,2026-05-03 00:00:00+02:00,8400282
836,6161,2026-05-02 00:00:00+02:00,2026-05-02 18:23:00+02:00,8400747
837,6161,2026-05-02 18:38:00+02:00,2026-05-02 18:38:30+02:00,8400435
838,6161,2026-05-02 18:49:00+02:00,2026-05-02 18:49:30+02:00,8400330
839,6161,2026-05-02 18:58:00+02:00,2026-05-02 18:58:30+02:00,8400100
840,6161,2026-05-02 19:07:00+02:00,2026-05-02 19:07:30+02:00,8400073
841,6161,2026-05-02 19:19:00+02:00,2026-05-02 19:19:30+02:00,8400297
842,6161,2026-05-02 19:25:00+02:00,2026-05-02 19:25:30+02:00,8400238
843,6161,2026-05-02 19:28:00+02:00,2026-05-03 00:00:00+02:00,8400263
844,5666,2026-05-02 00:00:00+02:00,2026-05-02 18:23:00+02:00,8400747
845,5666,2026-05-02 18:30:00+02:00,2026-05-02 18:30:30+02:00,8400690
846,5666,2026-05-02 18:36:00+02:00,2026-05-02 18:36:30+02:00,8400388
847,5666,2026-05-02 18:42:00+02:00,2026-05-02 18:42:30+02:00,8400466
848,5666,2026-05-02 18:50:00+02:00,2026-05-02 18:50:30+02:00,8400294
849,5666,2026-05-02 18:54:00+02:00,2026-05-02 18:54:30+02:00,8400216
850,5666,2026-05-02 18:59:00+02:00,2026-05-02 18:59:30+02:00,8400509
851,5666,2026-05-02 19:04:00+02:00,2026-05-02 19:04:30+02:00,8400469
852,5666,2026-05-02 19:09:00+02:00,2026-05-02 19:09:30+02:00,8400228
853,5666,2026-05-02 19:12:00+02:00,2026-05-02 19:12:30+02:00,8400054
854,5666,2026-05-02 19:16:00+02:00,2026-05-02 19:19:00+02:00,8400055
855,5666,2026-05-02 19:26:00+02:00,2026-05-02 19:26:30+02:00,8400179
856,5666,2026-05-02 19:30:00+02:00,2026-05-02 19:30:30+02:00,8400114
857,5666,2026-05-02 19:35:00+02:00,2026-05-02 19:35:30+02:00,8400620
858,5666,2026-05-02 19:39:00+02:00,2026-05-03 00:00:00+02:00,8400621
859,5664,2026-05-02 00:00:00+02:00,2026-05-02 17:53:00+02:00,8400747
860,5664,2026-05-02 18:00:00+02:00,2026-05-02 18:00:30+02:00,8400690
861,5664,2026-05-02 18:06:00+02:00,2026-05-02 18:06:30+02:00,8400388
862,5664,2026-05-02 18:12:00+02:00,2026-05-02 18:12:30+02:00,8400466
863,5664,2026-05-02 18:20:00+02:00,2026-05-02 18:20:30+02:00,8400294
864,5664,2026-05-02 18:24:00+02:00,2026-05-02 18:24:30+02:00,8400216
865,5664,2026-05-02 18:29:00+02:00,2026-05-02 18:29:30+02:00,8400509
866,5664,2026-05-02 18:34:00+02:00,2026-05-02 18:34:30+02:00,8400469
867,5664,2026-05-02 18:39:00+02:00,2026-05-02 18:39:30+02:00,8400228
868,5664,2026-05-02 18:42:00+02:00,2026-05-02 18:42:30+02:00,8400054
869,5664,2026-05-02 18:46:00+02:00,2026-05-02 18:49:00+02:00,8400055
870,5664,2026-05-02 18:56:00+02:00,2026-05-02 18:56:30+02:00,8400179
871,5664,2026-05-02 19:00:00+02:00,2026-05-02 19:00:30+02:00,8400114
872,5664,2026-05-02 19:05:00+02:00,2026-05-02 19:05:30+02:00,8400620
873,5664,2026-05-02 19:09:00+02:00,2026-05-03 00:00:00+02:00,8400621
874,4662,2026-05-02 00:00:00+02:00,2026-05-02 18:24:00+02:00,8400226
875,4662,2026-05-02 18:27:00+02:00,2026-05-02 18:27:30+02:00,8400081
876,4662,2026-05-02 18:31:00+02:00,2026-05-02 18:31:30+02:00,8400104
877,4662,2026-05-02 18:34:00+02:00,2026-05-02 18:35:00+02:00,8400080
878,4662,2026-05-02 18:38:00+02:00,2026-05-02 18:38:30+02:00,8400082
879,4662,2026-05-02 18:42:00+02:00,2026-05-02 18:42:30+02:00,8400450
880,4662,2026-05-02 18:49:00+02:00,2026-05-02 18:51:00+02:00,8400685
881,4662,2026-05-02 18:56:00+02:00,2026-05-02 18:56:30+02:00,8400165
882,4662,2026-05-02 18:59:00+02:00,2026-05-02 18:59:30+02:00,8400235
883,4662,2026-05-02 19:01:00+02:00,2026-05-02 19:01:30+02:00,8400060
884,4662,2026-05-02 19:07:00+02:00,2026-05-03 00:00:00+02:00,8400058
885,4162,2026-05-02 00:00:00+02:00,2026-05-02 18:19:00+02:00,8400390
886,4162,2026-05-02 18:24:00+02:00,2026-05-02 18:24:30+02:00,8400603
887,4162,2026-05-02 18:31:00+02:00,2026-05-02 18:31:30+02:00,8400460
888,4162,2026-05-02 18:35:00+02:00,2026-05-02 18:36:00+02:00,8400332
889,4162,2026-05-02 18:40:00+02:00,2026-05-02 18:42:00+02:00,8400561
890,4162,2026-05-02 18:49:00+02:00,2026-05-02 18:49:30+02:00,8400079
891,4162,2026-05-02 18:52:00+02:00,2026-05-02 19:03:00+02:00,8400059
892,4162,2026-05-02 19:09:00+02:00,2026-05-02 19:09:30+02:00,8400731
893,4162,2026-05-02 19:14:00+02:00,2026-05-02 19:14:30+02:00,8400728
894,4162,2026-05-02 19:20:00+02:00,2026-05-02 19:20:30+02:00,8400499
895,4162,2026-05-02 19:23:00+02:00,2026-05-02 19:23:30+02:00,8400508
896,4162,2026-05-02 19:25:00+02:00,2026-05-02 19:25:30+02:00,8400506
897,4162,2026-05-02 19:37:00+02:00,2026-05-02 19:38:00+02:00,8400337
898,4162,2026-05-02 19:42:00+02:00,2026-05-03 00:00:00+02:00,8400336
899,5162,2026-05-02 00:00:00+02:00,2026-05-02 18:55:00+02:00,8400534
900,5162,2026-05-02 18:57:00+02:00,2026-05-02 18:57:30+02:00,8400533
901,5162,2026-05-02 19:00:00+02:00,2026-05-02 19:00:30+02:00,8400529
902,5162,2026-05-02 19:03:00+02:00,2026-05-02 19:05:00+02:00,8400530
903,5162,2026-05-02 19:09:00+02:00,2026-05-02 19:09:30+02:00,8400553
904,5162,2026-05-02 19:16:00+02:00,2026-05-02 19:16:30+02:00,8400166
905,5162,2026-05-02 19:18:00+02:00,2026-05-02 19:18:30+02:00,8400170
906,5162,2026-05-02 19:23:00+02:00,2026-05-02 19:23:30+02:00,8400505
907,5162,2026-05-02 19:26:00+02:00,2026-05-02 19:26:30+02:00,8400279
908,5162,2026-05-02 19:29:00+02:00,2026-05-02 19:31:00+02:00,8400280
909,5162,2026-05-02 19:34:00+02:00,2026-05-03 00:00:00+02:00,8400282
910,4669,2026-05-02 00:00:00+02:00,2026-05-02 18:52:00+02:00,8400058
911,4669,2026-05-02 18:58:00+02:00,2026-05-02 18:58:30+02:00,8400060
912,4669,2026-05-02 19:01:00+02:00,2026-05-02 19:01:30+02:00,8400235
913,4669,2026-05-02 19:03:00+02:00,2026-05-02 19:03:30+02:00,8400165
914,4669,2026-05-02 19:09:00+02:00,2026-05-02 19:11:00+02:00,8400685
915,4669,2026-05-02 19:17:00+02:00,2026-05-02 19:17:30+02:00,8400450
916,4669,2026-05-02 19:21:00+02:00,2026-05-02 19:21:30+02:00,8400082
917,4669,2026-05-02 19:24:00+02:00,2026-05-02 19:25:00+02:00,8400080
918,4669,2026-05-02 19:28:00+02:00,2026-05-02 19:28:30+02:00,8400104
919,4669,2026-05-02 19:31:00+02:00,2026-05-02 19:31:30+02:00,8400081
920,4669,2026-05-02 19:35:00+02:00,2026-05-03 00:00:00+02:00,8400226
921,4160,2026-05-02 00:00:00+02:00,2026-05-02 17:49:00+02:00,8400390
922,4160,2026-05-02 17:54:00+02:00,2026-05-02 17:54:30+02:00,8400603
923,4160,2026-05-02 18:01:00+02:00,2026-05-02 18:01:30+02:00,8400460
924,4160,2026-05-02 18:05:00+02:00,2026-05-02 18:06:00+02:00,8400332
925,4160,2026-05-02 18:10:00+02:00,2026-05-02 18:12:00+02:00,8400561
926,4160,2026-05-02 18:19:00+02:00,2026-05-02 18:19:30+02:00,8400079
927,4160,2026-05-02 18:22:00+02:00,2026-05-02 18:33:00+02:00,8400059
928,4160,2026-05-02 18:39:00+02:00,2026-05-02 18:39:30+02:00,8400731
929,4160,2026-05-02 18:44:00+02:00,2026-05-02 18:44:30+02:00,8400728
930,4160,2026-05-02 18:50:00+02:00,2026-05-02 18:50:30+02:00,8400499
931,4160,2026-05-02 18:53:00+02:00,2026-05-02 18:53:30+02:00,8400508
932,4160,2026-05-02 18:55:00+02:00,2026-05-02 18:55:30+02:00,8400506
933,4160,2026-05-02 19:07:00+02:00,2026-05-02 19:08:00+02:00,8400337
934,4160,2026-05-02 19:12:00+02:00,2026-05-03 00:00:00+02:00,8400336
935,4164,2026-05-02 00:00:00+02:00,2026-05-02 18:49:00+02:00,8400390
936,4164,2026-05-02 18:54:00+02:00,2026-05-02 18:54:30+02:00,8400603
937,4164,2026-05-02 19:01:00+02:00,2026-05-02 19:01:30+02:00,8400460
938,4164,2026-05-02 19:05:00+02:00,2026-05-02 19:06:00+02:00,8400332
939,4164,2026-05-02 19:10:00+02:00,2026-05-02 19:12:00+02:00,8400561
940,4164,2026-05-02 19:19:00+02:00,2026-05-02 19:19:30+02:00,8400079
941,4164,2026-05-02 19:22:00+02:00,2026-05-02 19:33:00+02:00,8400059
942,4164,2026-05-02 19:39:00+02:00,2026-05-02 19:39:30+02:00,8400731
943,4164,2026-05-02 19:44:00+02:00,2026-05-02 19:44:30+02:00,8400728
944,4164,2026-05-02 19:50:00+02:00,2026-05-02 19:50:30+02:00,8400499
945,4164,2026-05-02 19:53:00+02:00,2026-05-02 19:53:30+02:00,8400508
946,4164,2026-05-02 19:55:00+02:00,2026-05-02 19:55:30+02:00,8400506
947,4164,2026-05-02 20:07:00+02:00,2026-05-02 20:08:00+02:00,8400337
948,4164,2026-05-02 20:12:00+02:00,2026-05-03 00:00:00+02:00,8400336
949,5665,2026-05-02 00:00:00+02:00,2026-05-02 18:21:00+02:00,8400621
950,5665,2026-05-02 18:25:00+02:00,2026-05-02 18:25:30+02:00,8400620
951,5665,2026-05-02 18:30:00+02:00,2026-05-02 18:30:30+02:00,8400114
952,5665,2026-05-02 18:33:00+02:00,2026-05-02 18:33:30+02:00,8400179
953,5665,2026-05-02 18:40:00+02:00,2026-05-02 18:42:00+02:00,8400055
954,5665,2026-05-02 18:46:00+02:00,2026-05-02 18:46:30+02:00,8400054
955,5665,2026-05-02 18:49:00+02:00,2026-05-02 18:49:30+02:00,8400228
956,5665,2026-05-02 18:54:00+02:00,2026-05-02 18:54:30+02:00,8400469
957,5665,2026-05-02 18:59:00+02:00,2026-05-02 18:59:30+02:00,8400509
958,5665,2026-05-02 19:04:00+02:00,2026-05-02 19:04:30+02:00,8400216
959,5665,2026-05-02 19:08:00+02:00,2026-05-02 19:08:30+02:00,8400294
960,5665,2026-05-02 19:16:00+02:00,2026-05-02 19:16:30+02:00,8400466
961,5665,2026-05-02 19:22:00+02:00,2026-05-02 19:22:30+02:00,8400388
962,5665,2026-05-02 19:29:00+02:00,2026-05-02 19:29:30+02:00,8400690
963,5665,2026-05-02 19:36:00+02:00,2026-05-03 00:00:00+02:00,8400747
964,4365,2026-05-02 00:00:00+02:00,2026-05-02 18:05:00+02:00,8400056
965,4365,2026-05-02 18:09:00+02:00,2026-05-02 18:09:30+02:00,8400194
966,4365,2026-05-02 18:12:00+02:00,2026-05-02 18:12:30+02:00,8400163
967,4365,2026-05-02 18:19:00+02:00,2026-05-02 18:29:00+02:00,8400685
968,4365,2026-05-02 18:35:00+02:00,2026-05-02 18:35:30+02:00,8400450
969,4365,2026-05-02 18:39:00+02:00,2026-05-02 18:39:30+02:00,8400082
970,4365,2026-05-02 18:42:00+02:00,2026-05-02 18:43:00+02:00,8400080
971,4365,2026-05-02 18:46:00+02:00,2026-05-02 18:46:30+02:00,8400104
972,4365,2026-05-02 18:50:00+02:00,2026-05-02 18:50:30+02:00,8400081
973,4365,2026-05-02 18:52:00+02:00,2026-05-02 18:52:30+02:00,8400226
974,4365,2026-05-02 19:03:00+02:00,2026-05-03 00:00:00+02:00,8400394
975,5867,2026-05-02 00:00:00+02:00,2026-05-02 18:41:00+02:00,8400058
976,5867,2026-05-02 18:46:00+02:00,2026-05-02 18:46:30+02:00,8400060
977,5867,2026-05-02 18:49:00+02:00,2026-05-02 18:49:30+02:00,8400235
978,5867,2026-05-02 18:52:00+02:00,2026-05-02 18:52:30+02:00,8400165
979,5867,2026-05-02 18:57:00+02:00,2026-05-02 18:59:00+02:00,8400685
980,5867,2026-05-02 19:05:00+02:00,2026-05-02 19:05:30+02:00,8400452
981,5867,2026-05-02 19:08:00+02:00,2026-05-02 19:08:30+02:00,8400145
982,5867,2026-05-02 19:12:00+02:00,2026-05-02 19:12:30+02:00,8400324
983,5867,2026-05-02 19:14:00+02:00,2026-05-02 19:15:00+02:00,8400322
984,5867,2026-05-02 19:21:00+02:00,2026-05-02 19:21:30+02:00,8400086
985,5867,2026-05-02 19:28:00+02:00,2026-05-02 19:29:00+02:00,8400055
986,5867,2026-05-02 19:33:00+02:00,2026-05-02 19:33:30+02:00,8400054
987,5867,2026-05-02 19:37:00+02:00,2026-05-03 00:00:00+02:00,8400228
988,6168,2026-05-02 00:00:00+02:00,2026-05-02 18:02:00+02:00,8400263
989,6168,2026-05-02 18:05:00+02:00,2026-05-02 18:05:30+02:00,8400238
990,6168,2026-05-02 18:09:00+02:00,2026-05-02 18:09:30+02:00,8400297
991,6168,2026-05-02 18:22:00+02:00,2026-05-02 18:22:30+02:00,8400073
992,6168,2026-05-02 18:32:00+02:00,2026-05-02 18:32:30+02:00,8400100
993,6168,2026-05-02 18:40:00+02:00,2026-05-02 18:40:30+02:00,8400330
994,6168,2026-05-02 18:51:00+02:00,2026-05-02 18:51:30+02:00,8400435
995,6168,2026-05-02 19:07:00+02:00,2026-05-03 00:00:00+02:00,8400747
996,7070,2026-05-02 00:00:00+02:00,2026-05-02 18:53:00+02:00,8400051
997,7070,2026-05-02 18:58:00+02:00,2026-05-02 18:58:30+02:00,8400691
998,7070,2026-05-02 19:04:00+02:00,2026-05-02 19:04:30+02:00,8400538
999,7070,2026-05-02 19:09:00+02:00,2026-05-02 19:09:30+02:00,8400328
1000,7070,2026-05-02 19:19:00+02:00,2026-05-02 19:19:30+02:00,8400185
1001,7070,2026-05-02 19:24:00+02:00,2026-05-02 19:25:00+02:00,8400173
1002,7070,2026-05-02 19:30:00+02:00,2026-05-02 19:30:30+02:00,8400599
1003,7070,2026-05-02 19:35:00+02:00,2026-05-02 19:35:30+02:00,8400229
1004,7070,2026-05-02 19:40:00+02:00,2026-05-03 00:00:00+02:00,8400066
1005,1166,2026-05-02 00:00:00+02:00,2026-05-02 18:44:00+02:00,8400206
